type,latitude,longitude,tw,fullAddressRu,fullAddressUa,fullAddressEn,placeRu,placeUa,cityRU,cityUA,cityEN
TSO,35.137135,47.839189,"{'mon': '00:00 - 23:59', 'tue': '00:00 - 23:59', 'wed': '00:00 - 23:59', 'thu': '00:00 - 23:59', 'fri': '00:00 - 23:59', 'sat': '00:00 - 23:59', 'sun': '00:00 - 23:59', 'hol': '00:00 - 23:59'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 135","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 135","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 135",Отель Интурист,Готель Інтурист,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.202560,47.778437,"{'mon': '06:00 - 20:00', 'tue': '06:00 - 20:00', 'wed': '06:00 - 20:00', 'thu': '06:00 - 20:00', 'fri': '06:00 - 20:00', 'sat': '06:00 - 20:00', 'sun': '06:00 - 20:00', 'hol': '06:00 - 20:00'}","Украина,область Запорожская,город Запорожье,улица Культурная,дом 177,корпус А","Україна,область Запорізька,місто Запоріжжя,вулиця Культурна,будинок 177,корпус А","Ukraine,region Zaporizka,city Zaporizhzhia,street Kulturna,building 177,Housing А",Клинический онкологический диспансер,Клінічний онкологічний диспансер,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.218370,47.834193,"{'mon': '08:00 - 18:00', 'tue': '08:00 - 18:00', 'wed': '08:00 - 18:00', 'thu': '08:00 - 18:00', 'fri': '08:00 - 18:00', 'sat': '08:00 - 14:00', 'sun': '00:00 - 00:00', 'hol': '08:00 - 14:00'}","Украина,область Запорожская,город Запорожье,улица Магистральная,дом 70а","Україна,область Запорізька,місто Запоріжжя,вулиця Магістральна,будинок 70а","Ukraine,region Zaporizka,city Zaporizhzhia,street Mahistralna,building 70a",Техноторг,Техноторг,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.102936,47.857541,"{'mon': '08:00 - 20:00', 'tue': '08:00 - 20:00', 'wed': '08:00 - 20:00', 'thu': '08:00 - 20:00', 'fri': '08:00 - 20:00', 'sat': '08:00 - 20:00', 'sun': '08:00 - 20:00', 'hol': '08:00 - 20:00'}","Украина,область Запорожская,город Запорожье,проспект Металлургов,дом 20","Україна,область Запорізька,місто Запоріжжя,проспект Металургів,будинок 20","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Metalurhiv,building 20",продуктовый магазин Конон,продуктовый магазин Конон,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.183467,47.818054,"{'mon': '08:00 - 20:00', 'tue': '08:00 - 20:00', 'wed': '08:00 - 20:00', 'thu': '08:00 - 20:00', 'fri': '08:00 - 20:00', 'sat': '08:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Жуковского,дом 64","Україна,область Запорізька,місто Запоріжжя,вулиця Жуковського,будинок 64","Ukraine,region Zaporizka,city Zaporizhzhia,street Zhukovskoho,building 64",Технический университет,технічний університет,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.071441,47.889616,"{'mon': '08:00 - 22:00', 'tue': '08:00 - 22:00', 'wed': '08:00 - 22:00', 'thu': '08:00 - 22:00', 'fri': '08:00 - 22:00', 'sat': '08:00 - 22:00', 'sun': '08:00 - 21:00', 'hol': '08:00 - 21:00'}","Украина,область Запорожская,город Запорожье,улица Профессора Толока,дом 25А","Україна,область Запорізька,місто Запоріжжя,вулиця Професора Толока,будинок 25А","Ukraine,area Zaporizka,city Zaporizhzhia,street Profesora Toloka,building 25А",Торговый Центр,Торговий центр,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.156294,47.818369,"{'mon': '08:00 - 22:00', 'tue': '08:00 - 22:00', 'wed': '08:00 - 22:00', 'thu': '08:00 - 22:00', 'fri': '08:00 - 22:00', 'sat': '08:00 - 22:00', 'sun': '08:00 - 22:00', 'hol': '08:00 - 22:00'}","Украина,область Запорожская,город Запорожье,улица Запорожская,дом 1б","Україна,область Запорізька,місто Запоріжжя,вулиця Запорізька,будинок 1б","Ukraine,area Zaporizka,city Zaporizhzhia,street Zaporizka,building 1b",ТРЦ CITY MALL,ТРЦ CITY MALL,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.173886,47.819531,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 86","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 86","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 86",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.122241,47.835651,"{'mon': '09:00 - 22:00', 'tue': '09:00 - 22:00', 'wed': '09:00 - 22:00', 'thu': '09:00 - 22:00', 'fri': '09:00 - 22:00', 'sat': '09:00 - 22:00', 'sun': '09:00 - 22:00', 'hol': '09:00 - 22:00'}","Украина,область Запорожская,город Запорожье,улица Победы,дом 64","Україна,область Запорізька,місто Запоріжжя,вулиця Перемоги,будинок 64","Ukraine,region Zaporizka,city Zaporizhzhia,street Peremohy,building 64",Супермаркет Амстор,супермаркет Амстор,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.125617,47.844296,"{'mon': '09:00 - 20:00', 'tue': '09:00 - 20:00', 'wed': '09:00 - 20:00', 'thu': '09:00 - 20:00', 'fri': '09:00 - 20:00', 'sat': '09:00 - 20:00', 'sun': '09:00 - 14:00', 'hol': '09:00 - 14:00'}","Украина,область Запорожская,город Запорожье,проспект Маяковского,дом 4","Україна,область Запорізька,місто Запоріжжя,проспект Маяковського,будинок 4","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Maiakovskoho,building 4",Салон красоты Kalinka Beauty,Салон красоти Kalinka Beauty,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.098152,47.843947,"{'mon': '08:00 - 22:00', 'tue': '08:00 - 22:00', 'wed': '08:00 - 22:00', 'thu': '08:00 - 22:00', 'fri': '08:00 - 22:00', 'sat': '08:00 - 22:00', 'sun': '08:00 - 22:00', 'hol': '08:00 - 22:00'}","Украина,область Запорожская,город Запорожье,бульвар Гвардейский,дом 22","Україна,область Запорізька,місто Запоріжжя,бульвар Гвардійський,будинок 22","Ukraine,region Zaporizka,city Zaporizhzhia,boulevard Hvardiiskyi,building 22","Магазин ""Украиночка""","Магазин ""Украиночка""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.227892,47.782113,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Чумаченко,дом 12","Україна,область Запорізька,місто Запоріжжя,вулиця Чумаченка,будинок 12","Ukraine,region Zaporizka,city Zaporizhzhia,street Chumachenka,building 12",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.185150,47.809872,"{'mon': '08:30 - 17:30', 'tue': '08:30 - 17:30', 'wed': '08:30 - 17:30', 'thu': '08:30 - 17:30', 'fri': '08:30 - 17:30', 'sat': '08:30 - 14:30', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 38","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 38","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 38",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.107728,47.860498,"{'mon': '08:30 - 17:30', 'tue': '08:30 - 17:30', 'wed': '08:30 - 17:30', 'thu': '08:30 - 17:30', 'fri': '08:30 - 17:30', 'sat': '09:00 - 13:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Металлургов,дом 3","Україна,область Запорізька,місто Запоріжжя,проспект Металургів,будинок 3","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Metalurhiv,building 3",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.114610,47.851694,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 169","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 169","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 169",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.046351,47.821054,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Героев 93-й Бригады,дом 14","Україна,область Запорізька,місто Запоріжжя,вулиця Героїв 93-ї Бригади,будинок 14","Ukraine,region Zaporizka,city Zaporizhzhia,street Geroyiv 93-yi Brigadi,building 14",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.125864,47.845855,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 151","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 151","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 151",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.129553,47.841372,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Леонида Жаботинского,дом 39","Україна,область Запорізька,місто Запоріжжя,вулиця Леоніда Жаботинського,будинок 39","Ukraine,region Zaporizka,city Zaporizhzhia,street Leonida Zhabotinskogo,building 39",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.182137,47.818493,"{'mon': '08:30 - 17:30', 'tue': '08:30 - 17:30', 'wed': '08:30 - 17:30', 'thu': '08:30 - 17:30', 'fri': '08:30 - 17:30', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Леппика,дом 33а","Україна,область Запорізька,місто Запоріжжя,вулиця Леппіка,будинок 33а","Ukraine,region Zaporizka,city Zaporizhzhia,street Leppika,building 33a",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.120687,47.839987,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Победы,дом 59","Україна,область Запорізька,місто Запоріжжя,вулиця Перемоги,будинок 59","Ukraine,region Zaporizka,city Zaporizhzhia,street Peremohy,building 59",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.142533,47.837741,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 158","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 158","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 158",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.174073,47.819791,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 86","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 86","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 86",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.134875,47.841606,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 176","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 176","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 176",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.114297,47.842744,"{'mon': '08:00 - 20:00', 'tue': '08:00 - 20:00', 'wed': '08:00 - 20:00', 'thu': '08:00 - 20:00', 'fri': '08:00 - 20:00', 'sat': '08:00 - 20:00', 'sun': '08:00 - 20:00', 'hol': '08:00 - 20:00'}","Украина,область Запорожская,город Запорожье,улица Победы,дом 52-А","Україна,область Запорізька,місто Запоріжжя,вулиця Перемоги,будинок 52-А","Ukraine,region Zaporizka,city Zaporizhzhia,street Peremohy,building 52-A","Магазин ""Украиночка""","Магазин ""Украиночка""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.234180,47.850870,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Авраменко,дом 13","Україна,область Запорізька,місто Запоріжжя,вулиця Авраменка,будинок 13","Ukraine,region Zaporizka,city Zaporizhzhia,street Avramenka,building 13",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.098182,47.860873,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 187","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 187","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 187",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.164893,47.827255,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 144","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 144","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 144",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.214431,47.790576,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Космическая,дом 87","Україна,область Запорізька,місто Запоріжжя,вулиця Космічна,будинок 87","Ukraine,region Zaporizka,city Zaporizhzhia,street Kosmichna,building 87",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.098229,47.860872,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 187","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 187","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 187",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.069124,47.893325,"{'mon': '07:30 - 21:30', 'tue': '07:30 - 21:30', 'wed': '07:30 - 21:30', 'thu': '07:30 - 21:30', 'fri': '07:30 - 21:30', 'sat': '07:30 - 21:30', 'sun': '07:30 - 21:30', 'hol': '07:36 - 21:30'}","Украина,область Запорожская,город Запорожье,улица Товарищеская,дом 64","Україна,область Запорізька,місто Запоріжжя,вулиця Товариська,будинок 64","Ukraine,region Zaporizka,city Zaporizhzhia,street Tovaryska,building 64",Торговый Центр Бридж,Торгівельний Центр Бридж,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.142750,47.837588,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 158","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 158","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 158",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.213723,47.837318,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Волшебная,дом 46Б","Україна,область Запорізька,місто Запоріжжя,вулиця Чарівна,будинок 46Б","Ukraine,region Zaporizka,city Zaporizhzhia,street Charivna,building 46B",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.120687,47.839987,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Победы,дом 59","Україна,область Запорізька,місто Запоріжжя,вулиця Перемоги,будинок 59","Ukraine,region Zaporizka,city Zaporizhzhia,street Peremohy,building 59",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.225826,47.842521,"{'mon': '08:00 - 22:00', 'tue': '08:00 - 22:00', 'wed': '08:00 - 22:00', 'thu': '08:00 - 22:00', 'fri': '08:00 - 22:00', 'sat': '08:00 - 22:00', 'sun': '08:00 - 22:00', 'hol': '08:00 - 22:00'}","Украина,область Запорожская,город Запорожье,улица Бочарова,дом 1","Україна,область Запорізька,місто Запоріжжя,вулиця Бочарова,будинок 1","Ukraine,region Zaporizka,city Zaporizhzhia,street Bocharova,building 1",Торговый Центр,Торговий центр,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.166549,47.810193,"{'mon': '09:00 - 19:00', 'tue': '09:00 - 19:00', 'wed': '09:00 - 19:00', 'thu': '09:00 - 19:00', 'fri': '09:00 - 19:00', 'sat': '09:00 - 19:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Глиссерная,дом 16","Україна,область Запорізька,місто Запоріжжя,вулиця Глісерна,будинок 16","Ukraine,region Zaporizka,city Zaporizhzhia,street Hliserna,building 16","Автосалон ""Рено""","Автосалон ""Рено""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.226919,47.834174,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Производственная,дом 11а","Україна,область Запорізька,місто Запоріжжя,вулиця Виробнича,будинок 11а","Ukraine,region Zaporizka,city Zaporizhzhia,street Vyrobnycha,building 11a",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.182473,47.779988,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Новокузнецкая,дом 27","Україна,область Запорізька,місто Запоріжжя,вулиця Новокузнецька,будинок 27","Ukraine,region Zaporizka,city Zaporizhzhia,street Novokuznetska,building 27",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.182473,47.779988,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Новокузнецкая,дом 27","Україна,область Запорізька,місто Запоріжжя,вулиця Новокузнецька,будинок 27","Ukraine,region Zaporizka,city Zaporizhzhia,street Novokuznetska,building 27",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.234180,47.850870,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Авраменко,дом 13","Україна,область Запорізька,місто Запоріжжя,вулиця Авраменка,будинок 13","Ukraine,region Zaporizka,city Zaporizhzhia,street Avramenka,building 13",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.234180,47.846010,"{'mon': '08:00 - 22:00', 'tue': '08:00 - 22:00', 'wed': '08:00 - 22:00', 'thu': '08:00 - 22:00', 'fri': '08:00 - 22:00', 'sat': '08:00 - 22:00', 'sun': '08:00 - 22:00', 'hol': '08:00 - 22:00'}","Украина,область Запорожская,город Запорожье,улица Волшебная,дом 163","Україна,область Запорізька,місто Запоріжжя,вулиця Чарівна,будинок 163","Ukraine,region Zaporizka,city Zaporizhzhia,street Charivna,building 163",Тоговый Центр,Тоговий Центр,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.054212,47.819027,"{'mon': '09:00 - 22:00', 'tue': '09:00 - 22:00', 'wed': '09:00 - 22:00', 'thu': '09:00 - 22:00', 'fri': '09:00 - 22:00', 'sat': '09:00 - 22:00', 'sun': '09:00 - 22:00', 'hol': '09:00 - 22:00'}","Украина,область Запорожская,город Запорожье,проспект Советский,дом 13","Україна,область Запорізька,місто Запоріжжя,проспект Радянський,будинок 13","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Radianskyi,building 13",Супермаркет Амстор,супермаркет Амстор,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.126382,47.859729,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,шоссе Южное,дом 57","Україна,область Запорізька,місто Запоріжжя,шосе Південне,будинок 57","Ukraine,region Zaporizka,city Zaporizhzhia,highway Pivdenne,building 57",Автотехникс,Автотехникс,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.199730,47.830418,"{'mon': '09:00 - 15:00', 'tue': '09:00 - 15:00', 'wed': '09:00 - 15:00', 'thu': '09:00 - 15:00', 'fri': '09:00 - 15:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Моторостроителей,дом 64","Україна,область Запорізька,місто Запоріжжя,проспект Моторобудівників,будинок 64","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Motorobudivnykiv,building 64",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.168404,47.823187,"{'mon': '08:00 - 20:00', 'tue': '08:00 - 20:00', 'wed': '08:00 - 20:00', 'thu': '08:00 - 20:00', 'fri': '08:00 - 20:00', 'sat': '08:00 - 20:00', 'sun': '08:00 - 20:00', 'hol': '08:00 - 20:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 83","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 83","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 83",Торговый центр  Аврора,Торговий центр Аврора,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.122331,47.847716,"{'mon': '09:00 - 15:00', 'tue': '09:00 - 15:00', 'wed': '09:00 - 15:00', 'thu': '09:00 - 15:00', 'fri': '09:00 - 15:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 155","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 155","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 155",отделение банка,відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.185150,47.809872,"{'mon': '08:00 - 17:00', 'tue': '08:00 - 17:00', 'wed': '08:00 - 17:00', 'thu': '08:00 - 17:00', 'fri': '08:00 - 17:00', 'sat': '08:00 - 15:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 38","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 38","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 38",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.104877,47.848015,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Победы,дом 20","Україна,область Запорізька,місто Запоріжжя,вулиця Перемоги,будинок 20","Ukraine,region Zaporizka,city Zaporizhzhia,street Peremohy,building 20",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
